person1Ssn,person2Ssn,confidence,reason
825-53-9078,390-64-5951,0.79,same_dob_similar_name
361-31-1344,390-64-5951,0.88,same_dob_similar_name
255-75-7731,674-61-3891,0.77,same_dob_similar_name
255-75-7731,487-47-2566,0.93,same_dob_similar_name
674-61-3891,487-47-2566,0.75,same_dob_similar_name
915-49-3606,819-59-3057,0.85,same_dob_similar_name
559-59-1322,113-59-9535,0.74,same_dob_similar_name
559-59-1322,230-41-3886,0.83,same_dob_similar_name
113-59-9535,230-41-3886,0.91,same_dob_similar_name
413-21-5210,915-33-7331,0.88,same_dob_similar_name
413-21-5210,959-89-7885,0.87,same_dob_similar_name
915-33-7331,959-89-7885,0.83,same_dob_similar_name
385-82-5675,370-77-9439,0.93,same_dob_similar_name
385-82-5675,223-88-5756,0.91,same_dob_similar_name
370-77-9439,223-88-5756,0.75,same_dob_similar_name
331-68-8348,441-68-6762,0.87,same_dob_similar_name
331-68-8348,581-41-6636,0.73,same_dob_similar_name
441-68-6762,581-41-6636,0.93,same_dob_similar_name
247-85-2761,715-20-3371,0.91,same_dob_similar_name
318-13-7614,267-63-5287,0.83,same_dob_similar_name
727-44-4206,368-67-3953,0.78,same_dob_similar_name
506-40-7426,543-38-7619,0.84,same_dob_similar_name
227-72-6827,343-42-9946,0.91,same_dob_similar_name
396-19-3191,630-80-2030,0.94,same_dob_similar_name
456-51-2970,394-27-4626,0.71,same_dob_similar_name
456-51-2970,517-43-2400,0.85,same_dob_similar_name
394-27-4626,517-43-2400,0.8,same_dob_similar_name
903-81-4491,325-57-5133,0.95,same_dob_similar_name
903-81-4491,790-37-8267,0.94,same_dob_similar_name
325-57-5133,790-37-8267,0.83,same_dob_similar_name
861-91-9248,111-59-5914,0.87,same_dob_similar_name
643-34-5004,998-20-8753,0.8,same_dob_similar_name
643-34-5004,660-17-7669,0.76,same_dob_similar_name
998-20-8753,660-17-7669,0.82,same_dob_similar_name
288-63-4875,765-29-7537,0.72,same_dob_similar_name
157-83-5308,749-64-4820,0.83,same_dob_similar_name
157-83-5308,957-49-4127,0.84,same_dob_similar_name
749-64-4820,957-49-4127,0.86,same_dob_similar_name
560-95-8666,597-34-4059,0.85,same_dob_similar_name
560-95-8666,134-85-4979,0.93,same_dob_similar_name
597-34-4059,134-85-4979,0.87,same_dob_similar_name
979-42-1557,972-37-8386,0.82,same_dob_similar_name
892-94-6719,413-81-7308,0.75,same_dob_similar_name
892-94-6719,912-87-7829,0.75,same_dob_similar_name
413-81-7308,912-87-7829,0.7,same_dob_similar_name
436-15-5535,678-62-3456,0.72,same_dob_similar_name
151-91-1144,780-24-2126,0.91,same_dob_similar_name
151-91-1144,590-27-1690,0.76,same_dob_similar_name
780-24-2126,590-27-1690,0.76,same_dob_similar_name
771-17-5482,484-22-8051,0.86,same_dob_similar_name
771-17-5482,699-75-5364,0.76,same_dob_similar_name
484-22-8051,699-75-5364,0.87,same_dob_similar_name
702-74-2622,810-20-1241,0.72,same_dob_similar_name
702-74-2622,358-68-7353,0.72,same_dob_similar_name
810-20-1241,358-68-7353,0.7,same_dob_similar_name
445-78-6941,496-62-4734,0.86,same_dob_similar_name
445-78-6941,886-88-8123,0.82,same_dob_similar_name
496-62-4734,886-88-8123,0.93,same_dob_similar_name
845-85-5795,559-16-9876,0.9,same_dob_similar_name
845-85-5795,822-59-5346,0.72,same_dob_similar_name
559-16-9876,822-59-5346,0.87,same_dob_similar_name
851-50-4231,516-45-1314,0.9,same_dob_similar_name
261-17-9537,943-49-6213,0.79,same_dob_similar_name
261-17-9537,310-15-9960,0.75,same_dob_similar_name
943-49-6213,310-15-9960,0.73,same_dob_similar_name
331-92-6745,275-75-8781,0.91,same_dob_similar_name
331-92-6745,414-56-9454,0.93,same_dob_similar_name
275-75-8781,414-56-9454,0.92,same_dob_similar_name
796-43-7978,401-81-4565,0.9,same_dob_similar_name
958-85-2875,976-82-2960,0.92,same_dob_similar_name
113-78-3049,176-76-2191,0.93,same_dob_similar_name
839-91-2681,236-55-9902,0.9,same_dob_similar_name
337-73-3476,183-31-5814,0.81,same_dob_similar_name
337-73-3476,937-18-1257,0.89,same_dob_similar_name
183-31-5814,937-18-1257,0.75,same_dob_similar_name
805-34-6277,648-69-6772,0.78,same_dob_similar_name
112-98-6798,875-96-1726,0.83,same_dob_similar_name
112-98-6798,657-73-1244,0.87,same_dob_similar_name
875-96-1726,657-73-1244,0.79,same_dob_similar_name
577-26-1206,862-53-3594,0.81,same_dob_similar_name
577-26-1206,597-32-1592,0.78,same_dob_similar_name
862-53-3594,597-32-1592,0.81,same_dob_similar_name
766-37-3477,677-41-9022,0.87,same_dob_similar_name
766-37-3477,488-29-4066,0.71,same_dob_similar_name
677-41-9022,488-29-4066,0.72,same_dob_similar_name
943-96-6791,167-50-8968,0.84,same_dob_similar_name
943-96-6791,758-38-8902,0.82,same_dob_similar_name
167-50-8968,758-38-8902,0.85,same_dob_similar_name
232-32-8496,751-83-5568,0.76,same_dob_similar_name
276-41-5708,749-85-9434,0.78,same_dob_similar_name
465-15-8129,848-32-5101,0.79,same_dob_similar_name
465-15-8129,771-33-4656,0.73,same_dob_similar_name
848-32-5101,771-33-4656,0.94,same_dob_similar_name
484-98-9793,556-47-3202,0.73,same_dob_similar_name
919-80-6433,478-10-2653,0.84,same_dob_similar_name
974-99-8892,456-22-1394,0.83,same_dob_similar_name
974-99-8892,860-89-7420,0.79,same_dob_similar_name
456-22-1394,860-89-7420,0.72,same_dob_similar_name
239-96-8832,733-20-2380,0.81,same_dob_similar_name
302-44-8098,533-23-6138,0.73,same_dob_similar_name
302-44-8098,344-37-5326,0.77,same_dob_similar_name
533-23-6138,344-37-5326,0.94,same_dob_similar_name
912-99-4908,759-11-1080,0.91,same_dob_similar_name
129-99-8271,801-84-8420,0.76,same_dob_similar_name
129-99-8271,228-94-7602,0.72,same_dob_similar_name
801-84-8420,228-94-7602,0.78,same_dob_similar_name
614-44-7889,882-58-5822,0.78,same_dob_similar_name
614-44-7889,860-40-8010,0.84,same_dob_similar_name
882-58-5822,860-40-8010,0.71,same_dob_similar_name
953-97-2183,107-41-3838,0.9,same_dob_similar_name
488-23-8343,197-55-2395,0.82,same_dob_similar_name
488-23-8343,724-19-3297,0.83,same_dob_similar_name
197-55-2395,724-19-3297,0.76,same_dob_similar_name
193-51-6401,575-52-4851,0.95,same_dob_similar_name
364-45-9173,933-91-2014,0.77,same_dob_similar_name
311-87-9300,995-26-3355,0.76,same_dob_similar_name
311-87-9300,112-54-4002,0.9,same_dob_similar_name
995-26-3355,112-54-4002,0.77,same_dob_similar_name
234-21-8240,655-10-5373,0.76,same_dob_similar_name
234-21-8240,620-85-9129,0.87,same_dob_similar_name
655-10-5373,620-85-9129,0.71,same_dob_similar_name
732-63-1397,168-90-3594,0.74,same_dob_similar_name
732-63-1397,124-60-5891,0.84,same_dob_similar_name
168-90-3594,124-60-5891,0.72,same_dob_similar_name
320-12-4013,489-99-6911,0.95,same_dob_similar_name
320-12-4013,518-95-7573,0.93,same_dob_similar_name
489-99-6911,518-95-7573,0.94,same_dob_similar_name
466-19-4896,823-15-2207,0.86,same_dob_similar_name
466-19-4896,632-70-5243,0.85,same_dob_similar_name
823-15-2207,632-70-5243,0.92,same_dob_similar_name
697-80-6116,702-12-6783,0.92,same_dob_similar_name
697-80-6116,895-70-2132,0.75,same_dob_similar_name
702-12-6783,895-70-2132,0.7,same_dob_similar_name
700-72-7602,916-19-1147,0.86,same_dob_similar_name
700-72-7602,732-68-3540,0.7,same_dob_similar_name
916-19-1147,732-68-3540,0.92,same_dob_similar_name
525-67-6881,990-88-7156,0.9,same_dob_similar_name
365-20-7297,555-22-3966,0.89,same_dob_similar_name
311-26-2721,965-84-1835,0.91,same_dob_similar_name
864-99-1114,249-99-3431,0.75,same_dob_similar_name
864-99-1114,791-97-4435,0.87,same_dob_similar_name
249-99-3431,791-97-4435,0.92,same_dob_similar_name
954-99-5023,545-39-3034,0.93,same_dob_similar_name
999-80-7242,648-79-3455,0.73,same_dob_similar_name
999-80-7242,323-57-9228,0.92,same_dob_similar_name
648-79-3455,323-57-9228,0.8,same_dob_similar_name
163-37-4438,875-15-9185,0.79,same_dob_similar_name
163-37-4438,750-29-1012,0.91,same_dob_similar_name
875-15-9185,750-29-1012,0.8,same_dob_similar_name
132-26-1547,573-63-1175,0.8,same_dob_similar_name
768-62-7007,893-72-9300,0.77,same_dob_similar_name
533-89-5924,446-10-3319,0.93,same_dob_similar_name
249-37-5316,910-40-4735,0.71,same_dob_similar_name
927-22-2184,637-60-9758,0.79,same_dob_similar_name
618-63-2588,486-19-7039,0.94,same_dob_similar_name
942-73-6530,404-32-2237,0.71,same_dob_similar_name
942-73-6530,999-74-6253,0.85,same_dob_similar_name
404-32-2237,999-74-6253,0.91,same_dob_similar_name
227-88-4336,749-20-9529,0.95,same_dob_similar_name
490-33-2251,142-95-4588,0.82,same_dob_similar_name
754-72-7403,816-37-8582,0.71,same_dob_similar_name
536-85-2013,245-20-3602,0.88,same_dob_similar_name
536-85-2013,122-50-6868,0.77,same_dob_similar_name
245-20-3602,122-50-6868,0.9,same_dob_similar_name
543-38-2421,541-98-6671,0.75,same_dob_similar_name
560-77-8004,469-16-1827,0.75,same_dob_similar_name
560-77-8004,720-83-2502,0.76,same_dob_similar_name
469-16-1827,720-83-2502,0.76,same_dob_similar_name
951-78-2640,251-64-6723,0.81,same_dob_similar_name
951-78-2640,951-44-2254,0.89,same_dob_similar_name
251-64-6723,951-44-2254,0.72,same_dob_similar_name
202-19-5844,464-30-1055,0.93,same_dob_similar_name
341-61-3420,247-40-1100,0.92,same_dob_similar_name
306-63-4052,985-94-4936,0.87,same_dob_similar_name
306-63-4052,132-61-5554,0.73,same_dob_similar_name
985-94-4936,132-61-5554,0.7,same_dob_similar_name
386-30-9694,883-92-7495,0.88,same_dob_similar_name
927-46-5590,766-64-3340,0.86,same_dob_similar_name
175-45-5555,398-26-4049,0.93,same_dob_similar_name
175-45-5555,222-88-1456,0.84,same_dob_similar_name
398-26-4049,222-88-1456,0.81,same_dob_similar_name
552-58-2741,724-35-7367,0.83,same_dob_similar_name
552-58-2741,815-77-2198,0.74,same_dob_similar_name
724-35-7367,815-77-2198,0.9,same_dob_similar_name
987-66-3953,261-85-9828,0.87,same_dob_similar_name
275-66-8622,756-79-8881,0.73,same_dob_similar_name
291-76-6035,233-74-3796,0.8,same_dob_similar_name
545-14-2393,537-54-6742,0.87,same_dob_similar_name
545-14-2393,467-42-6437,0.74,same_dob_similar_name
537-54-6742,467-42-6437,0.83,same_dob_similar_name
157-92-5158,473-26-3792,0.91,same_dob_similar_name
500-18-5395,590-23-4891,0.74,same_dob_similar_name
162-24-7177,698-63-3676,0.73,same_dob_similar_name
459-66-7022,525-91-6328,0.72,same_dob_similar_name
459-66-7022,349-51-3419,0.72,same_dob_similar_name
525-91-6328,349-51-3419,0.94,same_dob_similar_name
962-57-7505,220-20-1024,0.87,same_dob_similar_name
804-99-7964,641-11-7314,0.83,same_dob_similar_name
562-47-8825,756-43-5176,0.85,same_dob_similar_name
562-47-8825,243-53-5808,0.83,same_dob_similar_name
756-43-5176,243-53-5808,0.7,same_dob_similar_name
492-86-6330,487-30-2821,0.85,same_dob_similar_name
893-69-3139,366-40-5265,0.92,same_dob_similar_name
863-55-3844,800-17-3968,0.8,same_dob_similar_name
255-97-5457,864-26-7804,0.71,same_dob_similar_name
255-97-5457,958-26-4408,0.72,same_dob_similar_name
864-26-7804,958-26-4408,0.85,same_dob_similar_name
880-83-1946,881-40-8900,0.77,same_dob_similar_name
898-73-5066,817-86-7929,0.72,same_dob_similar_name
703-61-6970,441-16-8474,0.83,same_dob_similar_name
389-21-1532,328-21-4250,0.88,same_dob_similar_name
549-61-6169,197-95-2436,0.72,same_dob_similar_name
999-50-3169,228-29-4939,0.77,same_dob_similar_name
203-75-8579,221-14-8131,0.82,same_dob_similar_name
203-75-8579,898-86-4227,0.87,same_dob_similar_name
221-14-8131,898-86-4227,0.72,same_dob_similar_name
444-25-6082,818-54-6198,0.76,same_dob_similar_name
444-25-6082,128-39-8913,0.86,same_dob_similar_name
818-54-6198,128-39-8913,0.92,same_dob_similar_name
878-67-1650,813-76-3477,0.94,same_dob_similar_name
604-39-4525,543-44-6566,0.76,same_dob_similar_name
604-39-4525,109-53-2993,0.76,same_dob_similar_name
543-44-6566,109-53-2993,0.88,same_dob_similar_name
491-80-6423,855-56-2146,0.77,same_dob_similar_name
626-16-2056,361-43-3914,0.79,same_dob_similar_name
626-16-2056,971-76-8048,0.94,same_dob_similar_name
361-43-3914,971-76-8048,0.74,same_dob_similar_name
669-58-5957,380-59-7237,0.9,same_dob_similar_name
527-35-6655,871-40-8434,0.73,same_dob_similar_name
446-41-3770,473-35-7646,0.85,same_dob_similar_name
446-41-3770,830-28-1325,0.79,same_dob_similar_name
473-35-7646,830-28-1325,0.91,same_dob_similar_name
553-42-9458,606-93-7484,0.86,same_dob_similar_name
553-42-9458,617-56-3151,0.79,same_dob_similar_name
606-93-7484,617-56-3151,0.82,same_dob_similar_name
302-14-5528,537-86-8992,0.85,same_dob_similar_name
302-14-5528,501-96-4796,0.79,same_dob_similar_name
537-86-8992,501-96-4796,0.91,same_dob_similar_name
595-98-9147,669-13-4325,0.77,same_dob_similar_name
778-16-9907,916-19-5017,0.75,same_dob_similar_name
778-16-9907,879-34-6787,0.86,same_dob_similar_name
916-19-5017,879-34-6787,0.92,same_dob_similar_name
383-70-9470,705-19-5799,0.9,same_dob_similar_name
202-48-9679,338-99-7167,0.81,same_dob_similar_name
202-48-9679,146-56-3919,0.79,same_dob_similar_name
338-99-7167,146-56-3919,0.81,same_dob_similar_name
705-61-8766,141-87-5196,0.83,same_dob_similar_name
665-29-2761,801-37-4744,0.83,same_dob_similar_name
665-29-2761,891-62-6691,0.78,same_dob_similar_name
801-37-4744,891-62-6691,0.84,same_dob_similar_name
657-29-7362,804-94-9457,0.75,same_dob_similar_name
657-29-7362,806-33-9120,0.86,same_dob_similar_name
804-94-9457,806-33-9120,0.9,same_dob_similar_name
386-53-3517,124-18-6460,0.85,same_dob_similar_name
112-16-4212,980-70-9671,0.89,same_dob_similar_name
695-29-2320,725-81-5753,0.77,same_dob_similar_name
695-29-2320,825-55-3594,0.72,same_dob_similar_name
725-81-5753,825-55-3594,0.88,same_dob_similar_name
279-73-8151,602-39-9325,0.81,same_dob_similar_name
911-54-4457,125-90-8241,0.92,same_dob_similar_name
907-25-3000,331-13-4631,0.92,same_dob_similar_name
831-85-7817,760-56-3416,0.94,same_dob_similar_name
894-27-8246,255-28-3454,0.76,same_dob_similar_name
894-27-8246,544-26-6828,0.78,same_dob_similar_name
255-28-3454,544-26-6828,0.93,same_dob_similar_name
456-29-4209,398-87-8225,0.77,same_dob_similar_name
456-29-4209,823-15-2604,0.94,same_dob_similar_name
398-87-8225,823-15-2604,0.82,same_dob_similar_name
492-81-2847,220-58-7082,0.92,same_dob_similar_name
476-89-6164,285-89-3862,0.86,same_dob_similar_name
476-89-6164,777-25-2616,0.89,same_dob_similar_name
285-89-3862,777-25-2616,0.81,same_dob_similar_name
975-95-1299,444-13-2722,0.79,same_dob_similar_name
975-95-1299,411-20-3457,0.75,same_dob_similar_name
444-13-2722,411-20-3457,0.81,same_dob_similar_name
807-30-5180,181-19-1955,0.75,same_dob_similar_name
807-30-5180,607-52-9667,0.82,same_dob_similar_name
181-19-1955,607-52-9667,0.81,same_dob_similar_name
290-97-5060,416-85-2521,0.94,same_dob_similar_name
406-94-7937,436-26-1899,0.77,same_dob_similar_name
113-83-8115,114-13-1519,0.74,same_dob_similar_name
220-88-6899,510-20-2775,0.89,same_dob_similar_name
542-75-1200,291-39-3744,0.87,same_dob_similar_name
542-75-1200,703-87-2222,0.8,same_dob_similar_name
291-39-3744,703-87-2222,0.77,same_dob_similar_name
222-61-8519,816-42-3324,0.86,same_dob_similar_name
635-87-5892,396-50-4118,0.93,same_dob_similar_name
635-87-5892,554-13-1797,0.89,same_dob_similar_name
396-50-4118,554-13-1797,0.92,same_dob_similar_name
779-92-9637,993-67-1359,0.82,same_dob_similar_name
732-99-3308,303-17-1339,0.75,same_dob_similar_name
836-77-5889,961-89-6147,0.89,same_dob_similar_name
836-77-5889,217-49-5269,0.94,same_dob_similar_name
961-89-6147,217-49-5269,0.94,same_dob_similar_name
948-72-6931,949-27-4537,0.75,same_dob_similar_name
948-72-6931,728-66-7956,0.79,same_dob_similar_name
949-27-4537,728-66-7956,0.79,same_dob_similar_name
265-30-7823,725-77-3590,0.92,same_dob_similar_name
795-50-3942,419-35-7119,0.74,same_dob_similar_name
412-37-2611,663-52-2292,0.79,same_dob_similar_name
412-37-2611,441-90-4751,0.74,same_dob_similar_name
663-52-2292,441-90-4751,0.71,same_dob_similar_name
816-17-6269,207-20-1563,0.85,same_dob_similar_name
878-46-8385,851-86-4541,0.95,same_dob_similar_name
416-19-1004,376-36-2873,0.72,same_dob_similar_name
720-44-8193,612-46-4076,0.8,same_dob_similar_name
720-44-8193,265-61-4668,0.89,same_dob_similar_name
612-46-4076,265-61-4668,0.88,same_dob_similar_name
558-91-6964,895-75-5114,0.71,same_dob_similar_name
101-40-2538,544-49-3021,0.73,same_dob_similar_name
952-58-8231,238-91-6316,0.72,same_dob_similar_name
952-58-8231,442-77-9115,0.82,same_dob_similar_name
238-91-6316,442-77-9115,0.89,same_dob_similar_name
604-96-6316,142-39-3001,0.91,same_dob_similar_name
522-78-7356,203-51-3776,0.86,same_dob_similar_name
791-34-4910,741-62-9364,0.83,same_dob_similar_name
880-31-2646,964-77-1519,0.86,same_dob_similar_name
527-37-3233,508-96-9413,0.74,same_dob_similar_name
789-41-3890,358-93-8510,0.87,same_dob_similar_name
789-41-3890,626-93-3780,0.91,same_dob_similar_name
358-93-8510,626-93-3780,0.95,same_dob_similar_name
878-35-3899,890-42-1183,0.88,same_dob_similar_name
878-35-3899,940-46-7910,0.86,same_dob_similar_name
890-42-1183,940-46-7910,0.87,same_dob_similar_name
239-47-5719,888-69-6912,0.74,same_dob_similar_name
239-47-5719,134-35-7453,0.89,same_dob_similar_name
888-69-6912,134-35-7453,0.93,same_dob_similar_name
885-42-7578,614-23-9923,0.91,same_dob_similar_name
933-80-9229,349-69-5079,0.77,same_dob_similar_name
933-80-9229,411-34-5823,0.81,same_dob_similar_name
349-69-5079,411-34-5823,0.72,same_dob_similar_name
211-13-6803,504-20-4986,0.86,same_dob_similar_name
211-13-6803,344-69-1142,0.89,same_dob_similar_name
504-20-4986,344-69-1142,0.9,same_dob_similar_name
107-61-5923,870-96-9444,0.85,same_dob_similar_name
886-20-8509,246-83-1741,0.87,same_dob_similar_name
143-25-3898,937-75-8044,0.77,same_dob_similar_name
143-25-3898,198-53-3163,0.83,same_dob_similar_name
937-75-8044,198-53-3163,0.72,same_dob_similar_name
583-46-6886,907-55-3750,0.77,same_dob_similar_name
690-30-2961,712-29-1932,0.73,same_dob_similar_name
809-10-1055,997-68-8497,0.84,same_dob_similar_name
811-54-7209,794-61-7410,0.94,same_dob_similar_name
811-54-7209,322-29-7030,0.77,same_dob_similar_name
794-61-7410,322-29-7030,0.95,same_dob_similar_name
260-40-6814,521-42-2063,0.78,same_dob_similar_name
260-40-6814,744-13-4080,0.82,same_dob_similar_name
521-42-2063,744-13-4080,0.9,same_dob_similar_name
136-79-4358,289-84-1867,0.93,same_dob_similar_name
136-79-4358,690-99-5353,0.87,same_dob_similar_name
289-84-1867,690-99-5353,0.92,same_dob_similar_name
438-88-2947,863-74-6059,0.79,same_dob_similar_name
370-62-6554,757-72-6146,0.76,same_dob_similar_name
767-63-5423,694-38-4608,0.79,same_dob_similar_name
767-63-5423,246-77-7449,0.77,same_dob_similar_name
694-38-4608,246-77-7449,0.81,same_dob_similar_name
567-33-5134,411-99-1454,0.77,same_dob_similar_name
567-33-5134,800-26-6124,0.89,same_dob_similar_name
411-99-1454,800-26-6124,0.75,same_dob_similar_name
936-56-2077,383-38-8622,0.88,same_dob_similar_name
936-56-2077,598-16-1658,0.72,same_dob_similar_name
383-38-8622,598-16-1658,0.82,same_dob_similar_name
138-16-9088,799-91-2633,0.88,same_dob_similar_name
574-91-5451,401-33-9517,0.82,same_dob_similar_name
574-91-5451,793-19-4847,0.83,same_dob_similar_name
401-33-9517,793-19-4847,0.77,same_dob_similar_name
889-88-5590,593-42-8003,0.9,same_dob_similar_name
889-88-5590,196-87-6030,0.81,same_dob_similar_name
593-42-8003,196-87-6030,0.84,same_dob_similar_name
683-65-6820,456-19-7268,0.89,same_dob_similar_name
683-65-6820,544-20-4285,0.78,same_dob_similar_name
456-19-7268,544-20-4285,0.78,same_dob_similar_name
269-69-2935,766-38-4250,0.79,same_dob_similar_name
252-28-3538,815-78-1766,0.72,same_dob_similar_name
431-89-6103,645-60-4252,0.82,same_dob_similar_name
431-89-6103,528-60-9500,0.76,same_dob_similar_name
645-60-4252,528-60-9500,0.84,same_dob_similar_name
417-47-7014,733-72-9517,0.95,same_dob_similar_name
417-47-7014,892-46-5626,0.83,same_dob_similar_name
733-72-9517,892-46-5626,0.94,same_dob_similar_name
966-97-3932,837-62-2846,0.77,same_dob_similar_name
971-71-9304,790-97-5415,0.93,same_dob_similar_name
477-53-6847,838-62-6553,0.72,same_dob_similar_name
166-60-2137,254-19-5271,0.81,same_dob_similar_name
268-67-6741,481-30-4711,0.73,same_dob_similar_name
268-67-6741,866-89-4948,0.84,same_dob_similar_name
481-30-4711,866-89-4948,0.73,same_dob_similar_name
559-99-7333,469-49-2813,0.81,same_dob_similar_name
893-77-8666,541-87-5364,0.86,same_dob_similar_name
467-67-2868,546-30-1663,0.94,same_dob_similar_name
467-67-2868,327-33-9935,0.94,same_dob_similar_name
546-30-1663,327-33-9935,0.72,same_dob_similar_name
382-86-4461,509-58-6625,0.78,same_dob_similar_name
510-51-8642,952-82-4157,0.91,same_dob_similar_name
766-34-6318,555-11-2533,0.82,same_dob_similar_name
766-34-6318,320-17-3041,0.77,same_dob_similar_name
555-11-2533,320-17-3041,0.93,same_dob_similar_name
777-61-2679,776-71-4195,0.9,same_dob_similar_name
777-61-2679,565-22-8100,0.76,same_dob_similar_name
776-71-4195,565-22-8100,0.85,same_dob_similar_name
636-59-7086,974-54-5275,0.88,same_dob_similar_name
847-65-3262,686-35-8718,0.87,same_dob_similar_name
105-22-1647,484-33-5654,0.78,same_dob_similar_name
105-22-1647,129-82-7469,0.79,same_dob_similar_name
484-33-5654,129-82-7469,0.83,same_dob_similar_name
172-93-7613,645-23-6327,0.82,same_dob_similar_name
172-93-7613,579-32-3163,0.93,same_dob_similar_name
645-23-6327,579-32-3163,0.9,same_dob_similar_name
476-64-2759,872-23-2815,0.85,same_dob_similar_name
476-64-2759,851-31-6964,0.8,same_dob_similar_name
872-23-2815,851-31-6964,0.73,same_dob_similar_name
416-80-6221,909-79-5527,0.72,same_dob_similar_name
795-84-8640,495-97-1278,0.84,same_dob_similar_name
495-27-1496,760-26-8397,0.83,same_dob_similar_name
779-73-6926,420-80-9439,0.9,same_dob_similar_name
873-73-1506,116-47-4851,0.86,same_dob_similar_name
633-99-7601,224-26-6048,0.85,same_dob_similar_name
253-79-4159,940-92-6885,0.83,same_dob_similar_name
253-79-4159,139-43-4237,0.83,same_dob_similar_name
940-92-6885,139-43-4237,0.79,same_dob_similar_name
392-39-6921,369-35-2225,0.78,same_dob_similar_name
392-39-6921,879-20-6683,0.78,same_dob_similar_name
369-35-2225,879-20-6683,0.84,same_dob_similar_name
660-38-1857,457-77-3378,0.7,same_dob_similar_name
972-37-4835,906-27-7272,0.8,same_dob_similar_name
958-87-2227,227-94-8524,0.74,same_dob_similar_name
958-87-2227,424-51-2833,0.85,same_dob_similar_name
227-94-8524,424-51-2833,0.86,same_dob_similar_name
331-86-1701,331-26-2616,0.94,same_dob_similar_name
809-29-6828,478-43-3188,0.82,same_dob_similar_name
380-47-4366,711-13-7729,0.94,same_dob_similar_name
866-44-1212,596-45-7841,0.79,same_dob_similar_name
254-94-5637,965-24-5038,0.73,same_dob_similar_name
254-94-5637,299-84-9066,0.94,same_dob_similar_name
965-24-5038,299-84-9066,0.75,same_dob_similar_name
358-10-3356,988-28-9748,0.88,same_dob_similar_name
294-73-1707,991-41-3290,0.78,same_dob_similar_name
848-88-8032,396-52-3451,0.72,same_dob_similar_name
848-88-8032,690-10-3774,0.86,same_dob_similar_name
396-52-3451,690-10-3774,0.93,same_dob_similar_name
979-33-2515,711-12-9214,0.85,same_dob_similar_name
751-46-3428,501-83-5366,0.77,same_dob_similar_name
894-51-8950,399-89-4068,0.84,same_dob_similar_name
894-51-8950,330-62-6552,0.83,same_dob_similar_name
399-89-4068,330-62-6552,0.72,same_dob_similar_name
170-97-2208,645-94-2049,0.81,same_dob_similar_name
170-97-2208,232-21-9385,0.88,same_dob_similar_name
645-94-2049,232-21-9385,0.89,same_dob_similar_name
966-23-8102,199-27-2610,0.88,same_dob_similar_name
966-23-8102,918-63-7975,0.75,same_dob_similar_name
199-27-2610,918-63-7975,0.86,same_dob_similar_name
361-67-7302,702-27-5343,0.95,same_dob_similar_name
361-67-7302,585-99-4355,0.87,same_dob_similar_name
702-27-5343,585-99-4355,0.85,same_dob_similar_name
686-42-3532,917-38-3388,0.76,same_dob_similar_name
686-42-3532,488-53-4427,0.93,same_dob_similar_name
917-38-3388,488-53-4427,0.94,same_dob_similar_name
385-87-2462,265-41-7860,0.92,same_dob_similar_name
779-18-1931,935-81-2931,0.76,same_dob_similar_name
779-18-1931,169-52-6016,0.76,same_dob_similar_name
935-81-2931,169-52-6016,0.94,same_dob_similar_name
337-23-2553,349-51-8941,0.7,same_dob_similar_name
337-23-2553,939-91-2229,0.73,same_dob_similar_name
349-51-8941,939-91-2229,0.82,same_dob_similar_name
133-78-3231,386-49-4822,0.71,same_dob_similar_name
133-78-3231,334-77-7868,0.93,same_dob_similar_name
386-49-4822,334-77-7868,0.76,same_dob_similar_name
984-47-9834,864-22-6816,0.7,same_dob_similar_name
596-58-5074,782-89-6774,0.85,same_dob_similar_name
596-58-5074,552-71-6297,0.76,same_dob_similar_name
782-89-6774,552-71-6297,0.93,same_dob_similar_name
173-85-7774,586-30-7870,0.72,same_dob_similar_name
173-85-7774,252-24-4192,0.92,same_dob_similar_name
586-30-7870,252-24-4192,0.81,same_dob_similar_name
670-58-3081,138-48-4015,0.94,same_dob_similar_name
670-58-3081,990-51-3754,0.76,same_dob_similar_name
138-48-4015,990-51-3754,0.89,same_dob_similar_name
510-52-9336,899-85-4361,0.9,same_dob_similar_name
473-33-9957,449-83-8131,0.72,same_dob_similar_name
185-57-1553,259-56-1196,0.79,same_dob_similar_name
663-68-9646,480-37-8759,0.82,same_dob_similar_name
246-12-2802,550-33-1576,0.76,same_dob_similar_name
907-65-4886,769-41-9554,0.74,same_dob_similar_name
907-65-4886,135-96-7113,0.84,same_dob_similar_name
769-41-9554,135-96-7113,0.93,same_dob_similar_name
311-26-6517,498-45-3234,0.8,same_dob_similar_name
748-78-7025,917-34-7033,0.93,same_dob_similar_name
447-49-9221,920-65-2095,0.71,same_dob_similar_name
447-49-9221,425-75-7231,0.81,same_dob_similar_name
920-65-2095,425-75-7231,0.7,same_dob_similar_name
813-90-3691,600-87-9613,0.86,same_dob_similar_name
813-90-3691,333-68-7650,0.72,same_dob_similar_name
600-87-9613,333-68-7650,0.79,same_dob_similar_name
514-74-9008,292-52-9889,0.78,same_dob_similar_name
514-74-9008,537-24-9659,0.72,same_dob_similar_name
292-52-9889,537-24-9659,0.88,same_dob_similar_name
958-74-2228,739-86-5419,0.89,same_dob_similar_name
958-74-2228,419-64-9153,0.87,same_dob_similar_name
739-86-5419,419-64-9153,0.94,same_dob_similar_name
