phoneId,number,type,carrier
PH092701,309-555-2812,home,Sprint
PH092702,217-555-4371,mobile,US Cellular
PH092703,815-555-8384,mobile,Sprint
PH092704,630-555-5541,mobile,US Cellular
PH092705,815-555-6656,home,US Cellular
PH092706,312-555-9061,mobile,US Cellular
PH092707,312-555-8096,mobile,US Cellular
PH092708,217-555-3004,mobile,AT&T
PH092709,847-555-3117,mobile,US Cellular
PH092710,309-555-2074,mobile,AT&T
PH092711,309-555-1082,mobile,Sprint
PH092712,217-555-1316,work,T-Mobile
PH092713,630-555-8134,home,US Cellular
PH092714,815-555-5804,home,T-Mobile
PH092715,847-555-2100,mobile,AT&T
PH092716,815-555-8623,mobile,T-Mobile
PH092717,815-555-5966,mobile,Sprint
PH092718,773-555-4533,mobile,Verizon
PH092719,309-555-8688,home,AT&T
PH092720,815-555-8312,mobile,Verizon
PH092721,309-555-1788,mobile,T-Mobile
PH092722,847-555-2134,home,AT&T
PH092723,630-555-8930,home,Verizon
PH092724,309-555-1579,mobile,Sprint
PH092725,773-555-3711,mobile,AT&T
PH092726,312-555-5500,work,T-Mobile
PH092727,815-555-9428,work,Sprint
PH092728,309-555-7813,mobile,US Cellular
PH092729,309-555-3829,work,Sprint
PH092730,217-555-4317,home,Sprint
PH092731,773-555-1264,home,US Cellular
PH092732,773-555-6893,mobile,US Cellular
PH092733,773-555-4927,mobile,AT&T
PH092734,312-555-2342,home,AT&T
PH092735,312-555-6862,home,Verizon
PH092736,217-555-6081,mobile,T-Mobile
PH092737,312-555-8393,mobile,US Cellular
PH092738,312-555-5254,mobile,Sprint
PH092739,815-555-5376,work,Sprint
PH092740,312-555-9373,mobile,Sprint
PH092741,217-555-4479,mobile,AT&T
PH092742,773-555-3660,work,AT&T
PH092743,815-555-9210,mobile,Verizon
PH092744,309-555-7655,mobile,AT&T
PH092745,309-555-1985,work,T-Mobile
PH092746,815-555-3327,home,Verizon
PH092747,217-555-5228,mobile,T-Mobile
PH092748,773-555-7722,mobile,Sprint
PH092749,815-555-3187,home,Sprint
PH092750,312-555-2751,mobile,T-Mobile
PH092751,815-555-8548,home,US Cellular
PH092752,630-555-8662,mobile,US Cellular
PH092753,312-555-1148,mobile,Verizon
PH092754,773-555-9798,home,Verizon
PH092755,773-555-1110,mobile,T-Mobile
PH092756,847-555-5788,mobile,Verizon
PH092757,217-555-9888,mobile,US Cellular
PH092758,217-555-5611,mobile,T-Mobile
PH092759,309-555-6866,mobile,US Cellular
PH092760,309-555-2247,mobile,AT&T
PH092761,773-555-7146,work,US Cellular
PH092762,217-555-4453,mobile,Sprint
PH092763,630-555-7066,work,Sprint
PH092764,815-555-3227,work,Sprint
PH092765,630-555-7911,work,T-Mobile
PH092766,847-555-7907,work,AT&T
PH092767,217-555-6444,mobile,US Cellular
PH092768,217-555-4094,mobile,T-Mobile
PH092769,847-555-1201,mobile,US Cellular
PH092770,773-555-3428,home,Verizon
PH092771,815-555-4296,mobile,AT&T
PH092772,773-555-1627,work,Sprint
PH092773,312-555-2730,mobile,AT&T
PH092774,815-555-9479,home,Sprint
PH092775,773-555-8356,work,Sprint
PH092776,847-555-9417,home,T-Mobile
PH092777,815-555-5014,mobile,AT&T
PH092778,312-555-8432,mobile,US Cellular
PH092779,847-555-5628,mobile,US Cellular
PH092780,312-555-1030,mobile,Verizon
PH092781,630-555-4014,home,US Cellular
PH092782,815-555-8205,mobile,Verizon
PH092783,312-555-3579,work,US Cellular
PH092784,847-555-6209,mobile,T-Mobile
PH092785,630-555-3264,work,T-Mobile
PH092786,312-555-3194,home,Verizon
PH092787,217-555-4122,work,T-Mobile
PH092788,847-555-2102,home,US Cellular
PH092789,312-555-9171,mobile,AT&T
PH092790,312-555-2320,mobile,US Cellular
PH092791,847-555-6551,mobile,US Cellular
PH092792,630-555-6638,mobile,AT&T
PH092793,815-555-9610,mobile,AT&T
PH092794,309-555-3329,mobile,US Cellular
PH092795,847-555-2197,mobile,AT&T
PH092796,847-555-5517,mobile,Sprint
PH092797,630-555-3775,home,US Cellular
PH092798,630-555-3798,work,T-Mobile
PH092799,217-555-5251,work,Sprint
PH092800,773-555-9954,work,Verizon
PH092801,217-555-3544,mobile,T-Mobile
PH092802,815-555-2127,mobile,T-Mobile
PH092803,312-555-6068,mobile,T-Mobile
PH092804,847-555-4640,mobile,AT&T
PH092805,312-555-6383,home,T-Mobile
PH092806,773-555-1003,mobile,AT&T
PH092807,312-555-9650,mobile,Verizon
PH092808,309-555-4513,mobile,AT&T
PH092809,217-555-4116,work,US Cellular
PH092810,630-555-8854,mobile,US Cellular
PH092811,630-555-4766,mobile,AT&T
PH092812,309-555-8576,mobile,AT&T
PH092813,847-555-5709,mobile,US Cellular
PH092814,309-555-8217,mobile,US Cellular
PH092815,630-555-3891,home,Verizon
PH092816,815-555-1871,mobile,Sprint
PH092817,630-555-9058,mobile,T-Mobile
PH092818,312-555-7792,mobile,Verizon
PH092819,309-555-9573,mobile,Verizon
PH092820,630-555-5631,mobile,Verizon
PH092821,312-555-4187,home,T-Mobile
PH092822,217-555-7729,mobile,Sprint
PH092823,312-555-4615,work,T-Mobile
PH092824,773-555-1095,home,Verizon
PH092825,309-555-9158,work,US Cellular
PH092826,309-555-4105,work,T-Mobile
PH092827,312-555-9934,mobile,US Cellular
PH092828,217-555-6041,mobile,Verizon
PH092829,815-555-6345,mobile,Sprint
PH092830,630-555-3360,work,Verizon
PH092831,847-555-3973,home,AT&T
PH092832,217-555-5049,mobile,US Cellular
PH092833,815-555-1861,home,US Cellular
PH092834,309-555-7517,mobile,AT&T
PH092835,312-555-3109,home,Verizon
PH092836,815-555-2783,mobile,T-Mobile
PH092837,309-555-2993,mobile,AT&T
PH092838,847-555-5855,home,AT&T
PH092839,217-555-2946,mobile,Sprint
PH092840,217-555-2900,home,Verizon
PH092841,217-555-6891,mobile,Sprint
PH092842,773-555-6708,mobile,Verizon
PH092843,815-555-3368,mobile,Sprint
PH092844,847-555-8450,mobile,US Cellular
PH092845,773-555-1153,mobile,Verizon
PH092846,847-555-7283,mobile,Verizon
PH092847,773-555-6085,mobile,Verizon
PH092848,217-555-9890,mobile,Sprint
PH092849,309-555-7739,mobile,Sprint
PH092850,815-555-9609,mobile,T-Mobile
PH092851,309-555-8375,mobile,T-Mobile
PH092852,312-555-7524,mobile,US Cellular
PH092853,847-555-1972,home,Verizon
PH092854,630-555-7267,mobile,US Cellular
PH092855,217-555-5430,mobile,Sprint
PH092856,312-555-2000,mobile,US Cellular
PH092857,815-555-3842,mobile,T-Mobile
PH092858,312-555-1977,mobile,US Cellular
PH092859,217-555-5678,home,US Cellular
PH092860,217-555-7533,mobile,AT&T
PH092861,630-555-9578,mobile,T-Mobile
PH092862,309-555-3011,mobile,US Cellular
PH092863,847-555-8492,mobile,Sprint
PH092864,815-555-8875,mobile,AT&T
PH092865,217-555-7443,mobile,Verizon
PH092866,630-555-5122,mobile,Verizon
PH092867,630-555-6964,mobile,Verizon
PH092868,312-555-9340,mobile,US Cellular
PH092869,847-555-3801,home,T-Mobile
PH092870,217-555-4282,mobile,Sprint
PH092871,847-555-6955,mobile,T-Mobile
PH092872,847-555-7795,mobile,Verizon
PH092873,630-555-2582,mobile,Verizon
PH092874,217-555-3318,home,US Cellular
PH092875,847-555-3528,work,T-Mobile
PH092876,815-555-3638,mobile,US Cellular
PH092877,815-555-4869,home,AT&T
PH092878,773-555-6306,work,AT&T
PH092879,309-555-9533,mobile,Verizon
PH092880,309-555-5082,work,T-Mobile
PH092881,217-555-3564,mobile,T-Mobile
PH092882,309-555-4423,work,US Cellular
PH092883,309-555-5414,home,T-Mobile
PH092884,217-555-3649,mobile,Sprint
PH092885,312-555-1436,work,Sprint
PH092886,630-555-8443,work,Verizon
PH092887,815-555-4751,mobile,Sprint
PH092888,312-555-8472,mobile,T-Mobile
PH092889,773-555-1034,mobile,US Cellular
PH092890,309-555-3381,mobile,Verizon
PH092891,773-555-8715,work,T-Mobile
PH092892,815-555-6136,mobile,T-Mobile
PH092893,312-555-5684,work,Sprint
PH092894,217-555-6950,work,Verizon
PH092895,815-555-2792,mobile,US Cellular
PH092896,815-555-6972,work,Verizon
PH092897,815-555-6862,home,Verizon
PH092898,217-555-9908,home,T-Mobile
PH092899,217-555-8733,mobile,Sprint
PH092900,773-555-7903,home,US Cellular
PH092901,630-555-7269,mobile,AT&T
PH092902,630-555-5372,mobile,T-Mobile
PH092903,309-555-7222,home,US Cellular
PH092904,815-555-2349,mobile,Verizon
PH092905,312-555-8542,mobile,AT&T
PH092906,312-555-3332,work,Verizon
PH092907,815-555-6378,mobile,US Cellular
PH092908,815-555-2660,mobile,T-Mobile
PH092909,815-555-7500,mobile,Verizon
PH092910,773-555-2917,mobile,Sprint
PH092911,312-555-2327,home,Verizon
PH092912,217-555-2869,mobile,Sprint
PH092913,217-555-9430,mobile,Verizon
PH092914,630-555-1832,mobile,AT&T
PH092915,847-555-9633,mobile,Sprint
PH092916,630-555-5864,mobile,AT&T
PH092917,217-555-7653,mobile,US Cellular
PH092918,815-555-2407,mobile,Sprint
PH092919,217-555-4529,home,Sprint
PH092920,847-555-5669,mobile,AT&T
PH092921,630-555-2511,mobile,T-Mobile
PH092922,847-555-2757,work,Sprint
PH092923,630-555-5855,mobile,Sprint
PH092924,630-555-7920,work,Sprint
PH092925,217-555-7337,mobile,T-Mobile
PH092926,630-555-6866,mobile,Verizon
PH092927,309-555-8718,work,AT&T
PH092928,847-555-5841,home,Sprint
PH092929,309-555-4227,mobile,US Cellular
PH092930,815-555-8379,work,AT&T
PH092931,847-555-1852,mobile,Sprint
PH092932,309-555-8453,mobile,AT&T
PH092933,217-555-4066,mobile,T-Mobile
PH092934,312-555-4731,mobile,US Cellular
PH092935,773-555-4422,mobile,AT&T
PH092936,309-555-8044,work,T-Mobile
PH092937,630-555-9316,mobile,AT&T
PH092938,217-555-8604,mobile,T-Mobile
PH092939,847-555-4102,mobile,US Cellular
PH092940,312-555-7717,mobile,AT&T
PH092941,217-555-4150,mobile,Verizon
PH092942,312-555-5250,mobile,Sprint
PH092943,630-555-6276,work,AT&T
PH092944,309-555-8482,mobile,Verizon
PH092945,847-555-8433,work,Verizon
PH092946,217-555-1944,mobile,AT&T
PH092947,773-555-3790,mobile,Verizon
PH092948,815-555-1567,mobile,Sprint
PH092949,773-555-5123,mobile,Verizon
PH092950,312-555-1392,mobile,T-Mobile
PH092951,847-555-4663,mobile,T-Mobile
PH092952,773-555-5161,mobile,Verizon
PH092953,630-555-9955,work,Sprint
PH092954,630-555-1481,mobile,T-Mobile
PH092955,847-555-8772,work,US Cellular
PH092956,773-555-8400,home,AT&T
PH092957,630-555-5645,home,Verizon
PH092958,815-555-3612,mobile,Sprint
PH092959,309-555-4911,mobile,Sprint
PH092960,217-555-2414,work,AT&T
PH092961,217-555-8672,home,US Cellular
PH092962,847-555-8611,home,Sprint
PH092963,630-555-7222,mobile,T-Mobile
PH092964,847-555-6726,mobile,AT&T
PH092965,309-555-1567,mobile,Sprint
PH092966,217-555-7095,mobile,US Cellular
PH092967,217-555-3503,home,T-Mobile
PH092968,312-555-5746,mobile,AT&T
PH092969,773-555-1668,mobile,AT&T
PH092970,312-555-4424,home,T-Mobile
PH092971,815-555-6955,home,AT&T
PH092972,312-555-8627,mobile,Sprint
PH092973,773-555-5376,mobile,Verizon
PH092974,773-555-6832,mobile,T-Mobile
PH092975,815-555-5085,work,Verizon
PH092976,630-555-5988,mobile,US Cellular
PH092977,847-555-8219,mobile,US Cellular
PH092978,217-555-5355,mobile,T-Mobile
PH092979,815-555-9441,mobile,AT&T
PH092980,309-555-5896,mobile,T-Mobile
PH092981,217-555-5986,mobile,AT&T
PH092982,815-555-9941,work,Verizon
PH092983,815-555-5627,mobile,US Cellular
PH092984,312-555-4376,mobile,Sprint
PH092985,630-555-8475,home,Sprint
PH092986,773-555-5085,work,T-Mobile
PH092987,847-555-6785,home,Verizon
PH092988,309-555-6212,work,US Cellular
PH092989,217-555-1153,home,T-Mobile
PH092990,312-555-7537,mobile,Sprint
PH092991,217-555-3363,mobile,US Cellular
PH092992,847-555-1734,work,T-Mobile
PH092993,815-555-8035,home,US Cellular
PH092994,773-555-4147,mobile,T-Mobile
PH092995,312-555-9618,home,US Cellular
PH092996,312-555-1548,work,Verizon
PH092997,847-555-5603,home,T-Mobile
PH092998,630-555-8246,work,AT&T
PH092999,847-555-3472,work,Sprint
PH093000,847-555-7811,mobile,AT&T
PH093001,847-555-7001,mobile,US Cellular
PH093002,217-555-8699,mobile,AT&T
PH093003,309-555-2101,mobile,T-Mobile
PH093004,630-555-1261,mobile,AT&T
PH093005,773-555-9951,mobile,T-Mobile
PH093006,217-555-5103,work,Verizon
PH093007,312-555-9958,mobile,T-Mobile
PH093008,815-555-9927,mobile,Sprint
PH093009,815-555-2078,mobile,Verizon
PH093010,630-555-7541,mobile,AT&T
PH093011,815-555-8993,home,T-Mobile
PH093012,773-555-3322,mobile,US Cellular
PH093013,847-555-2840,mobile,AT&T
PH093014,312-555-4313,mobile,AT&T
PH093015,815-555-7627,mobile,Verizon
PH093016,773-555-8899,mobile,Sprint
PH093017,309-555-7485,mobile,Verizon
PH093018,847-555-6664,mobile,US Cellular
PH093019,847-555-4019,mobile,Sprint
PH093020,217-555-4213,mobile,Sprint
PH093021,815-555-6345,work,US Cellular
PH093022,217-555-3387,mobile,Sprint
PH093023,815-555-7086,work,US Cellular
PH093024,312-555-2847,home,T-Mobile
PH093025,217-555-5372,mobile,Verizon
PH093026,309-555-7810,work,Verizon
PH093027,309-555-7099,work,AT&T
PH093028,847-555-4795,mobile,AT&T
PH093029,630-555-4839,home,Verizon
PH093030,630-555-6157,mobile,Sprint
PH093031,630-555-3299,mobile,US Cellular
PH093032,630-555-3177,home,AT&T
PH093033,630-555-8114,mobile,T-Mobile
PH093034,847-555-3233,work,AT&T
PH093035,309-555-3103,mobile,Sprint
PH093036,217-555-9604,home,US Cellular
PH093037,815-555-1645,mobile,US Cellular
PH093038,630-555-1750,work,US Cellular
PH093039,847-555-4119,mobile,AT&T
PH093040,815-555-9402,mobile,Verizon
PH093041,847-555-1581,mobile,Sprint
PH093042,630-555-5708,mobile,US Cellular
PH093043,630-555-1038,mobile,Sprint
PH093044,217-555-8809,mobile,AT&T
PH093045,309-555-4525,work,AT&T
PH093046,815-555-5349,mobile,Sprint
PH093047,815-555-8358,work,Sprint
PH093048,312-555-1337,mobile,T-Mobile
PH093049,309-555-5070,mobile,Verizon
PH093050,847-555-1527,mobile,T-Mobile
PH093051,630-555-2198,mobile,Sprint
PH093052,630-555-8944,work,US Cellular
PH093053,309-555-4754,work,US Cellular
PH093054,630-555-2406,mobile,US Cellular
PH093055,773-555-3474,home,T-Mobile
PH093056,217-555-9919,work,AT&T
PH093057,312-555-3711,home,US Cellular
PH093058,309-555-8899,work,US Cellular
PH093059,309-555-8057,work,Verizon
PH093060,630-555-8381,home,Sprint
PH093061,847-555-3781,mobile,Sprint
PH093062,847-555-4779,home,Verizon
PH093063,312-555-9356,mobile,Sprint
PH093064,312-555-5683,mobile,AT&T
PH093065,815-555-2299,mobile,US Cellular
PH093066,217-555-3222,home,Sprint
PH093067,773-555-9503,mobile,AT&T
PH093068,847-555-9689,mobile,T-Mobile
PH093069,312-555-1896,home,T-Mobile
PH093070,815-555-9042,mobile,T-Mobile
PH093071,217-555-4346,work,US Cellular
PH093072,309-555-2299,home,AT&T
PH093073,309-555-8940,work,AT&T
PH093074,773-555-3425,work,AT&T
PH093075,312-555-5287,mobile,T-Mobile
PH093076,847-555-2066,home,Verizon
PH093077,312-555-3335,work,Verizon
PH093078,217-555-4330,mobile,US Cellular
PH093079,630-555-1724,home,US Cellular
PH093080,309-555-7622,home,Sprint
PH093081,312-555-6267,work,Verizon
PH093082,815-555-4921,mobile,US Cellular
PH093083,630-555-3294,work,US Cellular
PH093084,217-555-2759,home,US Cellular
PH093085,217-555-2064,home,T-Mobile
PH093086,815-555-5263,home,AT&T
PH093087,773-555-1764,mobile,Sprint
PH093088,815-555-2795,mobile,US Cellular
PH093089,773-555-4103,mobile,T-Mobile
PH093090,312-555-2442,home,Verizon
PH093091,847-555-7934,work,AT&T
PH093092,217-555-4039,mobile,Verizon
PH093093,630-555-2727,mobile,T-Mobile
PH093094,309-555-7024,mobile,Verizon
PH093095,773-555-7892,mobile,US Cellular
PH093096,847-555-1624,mobile,T-Mobile
PH093097,773-555-7463,home,T-Mobile
PH093098,309-555-7647,mobile,Verizon
PH093099,847-555-5887,mobile,T-Mobile
PH093100,847-555-9571,mobile,T-Mobile
PH093101,815-555-9824,mobile,Verizon
PH093102,217-555-2892,mobile,US Cellular
PH093103,773-555-1438,home,US Cellular
PH093104,312-555-9620,home,Sprint
PH093105,217-555-3774,mobile,Sprint
PH093106,630-555-2467,work,Sprint
PH093107,312-555-3196,mobile,US Cellular
PH093108,312-555-1742,mobile,Verizon
PH093109,309-555-9342,work,Verizon
PH093110,630-555-6751,mobile,Verizon
PH093111,847-555-2349,work,US Cellular
PH093112,847-555-8726,work,Sprint
PH093113,815-555-1357,home,T-Mobile
PH093114,847-555-8614,mobile,US Cellular
PH093115,630-555-4338,work,AT&T
PH093116,309-555-7092,mobile,Verizon
PH093117,309-555-5420,mobile,AT&T
PH093118,815-555-5199,mobile,Sprint
PH093119,217-555-5516,mobile,Verizon
PH093120,773-555-2043,mobile,US Cellular
PH093121,312-555-7203,mobile,T-Mobile
PH093122,217-555-6566,mobile,US Cellular
PH093123,773-555-6002,mobile,AT&T
PH093124,630-555-9020,mobile,T-Mobile
PH093125,847-555-8777,work,AT&T
PH093126,309-555-4199,work,AT&T
PH093127,773-555-4725,work,AT&T
PH093128,773-555-4837,home,Sprint
PH093129,312-555-4562,mobile,Sprint
PH093130,309-555-1626,mobile,T-Mobile
PH093131,773-555-2114,home,T-Mobile
PH093132,773-555-4805,mobile,Verizon
PH093133,773-555-5320,home,US Cellular
PH093134,630-555-2643,home,AT&T
PH093135,217-555-3410,mobile,Sprint
PH093136,309-555-3342,work,Verizon
PH093137,312-555-5957,work,Sprint
PH093138,847-555-4083,mobile,AT&T
PH093139,630-555-6111,mobile,T-Mobile
PH093140,847-555-4389,mobile,AT&T
PH093141,815-555-2282,work,T-Mobile
PH093142,309-555-4025,work,AT&T
PH093143,630-555-3840,mobile,AT&T
PH093144,312-555-2258,mobile,T-Mobile
PH093145,815-555-2395,home,Sprint
PH093146,630-555-7805,work,T-Mobile
PH093147,312-555-5585,mobile,Sprint
PH093148,815-555-2054,mobile,AT&T
PH093149,630-555-6695,mobile,Sprint
PH093150,773-555-2921,work,T-Mobile
PH093151,312-555-9763,mobile,Verizon
PH093152,630-555-2898,mobile,Verizon
PH093153,312-555-5483,mobile,Verizon
PH093154,217-555-1334,mobile,AT&T
PH093155,309-555-3777,mobile,T-Mobile
PH093156,815-555-7930,mobile,Sprint
PH093157,815-555-9651,mobile,US Cellular
PH093158,815-555-9000,mobile,Sprint
PH093159,309-555-8860,mobile,T-Mobile
PH093160,847-555-1785,mobile,AT&T
PH093161,773-555-1033,mobile,T-Mobile
PH093162,773-555-7489,mobile,T-Mobile
PH093163,312-555-7854,mobile,T-Mobile
PH093164,312-555-3651,work,T-Mobile
PH093165,217-555-7858,mobile,Verizon
PH093166,312-555-8779,home,US Cellular
PH093167,773-555-2519,mobile,T-Mobile
PH093168,773-555-1357,home,T-Mobile
PH093169,847-555-8086,home,Sprint
PH093170,773-555-4769,mobile,Verizon
PH093171,630-555-8417,mobile,Sprint
PH093172,312-555-2678,work,Verizon
PH093173,847-555-9357,home,US Cellular
PH093174,312-555-9478,mobile,Sprint
PH093175,847-555-4300,mobile,Verizon
PH093176,217-555-6077,work,T-Mobile
PH093177,847-555-2893,mobile,Verizon
PH093178,773-555-7498,mobile,Sprint
PH093179,217-555-4839,home,US Cellular
PH093180,217-555-6238,mobile,Verizon
PH093181,312-555-7380,mobile,Sprint
PH093182,815-555-9641,work,T-Mobile
PH093183,312-555-9381,mobile,Verizon
PH093184,312-555-1393,mobile,Sprint
PH093185,630-555-2380,mobile,US Cellular
PH093186,773-555-8967,home,T-Mobile
PH093187,630-555-7457,home,US Cellular
PH093188,847-555-3355,home,AT&T
PH093189,217-555-9020,work,AT&T
PH093190,815-555-7501,mobile,AT&T
PH093191,217-555-2686,work,T-Mobile
PH093192,630-555-3876,home,Verizon
PH093193,217-555-4174,mobile,Sprint
PH093194,217-555-6344,work,Verizon
PH093195,312-555-6566,mobile,AT&T
PH093196,217-555-2520,work,AT&T
PH093197,309-555-8241,work,T-Mobile
PH093198,630-555-1144,mobile,Verizon
PH093199,773-555-3540,work,T-Mobile
PH093200,847-555-7693,mobile,T-Mobile
PH093201,217-555-2240,mobile,AT&T
PH093202,847-555-1780,mobile,T-Mobile
PH093203,309-555-4573,mobile,US Cellular
PH093204,847-555-9385,work,Verizon
PH093205,630-555-6833,mobile,Sprint
PH093206,217-555-5094,mobile,AT&T
PH093207,309-555-2816,mobile,Verizon
PH093208,815-555-5683,mobile,AT&T
PH093209,312-555-4027,mobile,T-Mobile
PH093210,217-555-4943,mobile,Sprint
PH093211,847-555-6005,home,Sprint
PH093212,630-555-9132,work,Verizon
PH093213,309-555-7585,mobile,US Cellular
PH093214,312-555-7308,mobile,Sprint
PH093215,309-555-8574,work,AT&T
PH093216,630-555-8883,mobile,T-Mobile
PH093217,815-555-5412,mobile,Verizon
PH093218,815-555-4735,mobile,Sprint
PH093219,630-555-6527,home,AT&T
PH093220,217-555-7374,work,Sprint
PH093221,312-555-7786,home,AT&T
PH093222,630-555-8450,work,AT&T
PH093223,217-555-6977,mobile,Sprint
PH093224,309-555-1795,home,T-Mobile
PH093225,773-555-2190,mobile,AT&T
PH093226,847-555-1803,mobile,Verizon
PH093227,773-555-1139,work,AT&T
PH093228,312-555-8638,mobile,Verizon
PH093229,312-555-4839,home,US Cellular
PH093230,312-555-6668,home,T-Mobile
PH093231,217-555-9297,mobile,Verizon
PH093232,309-555-9426,home,US Cellular
PH093233,217-555-6485,mobile,AT&T
PH093234,630-555-2970,work,Sprint
PH093235,847-555-2729,home,US Cellular
PH093236,217-555-5166,mobile,Verizon
PH093237,773-555-1456,mobile,Sprint
PH093238,217-555-9624,mobile,T-Mobile
PH093239,309-555-7886,mobile,Sprint
PH093240,217-555-1780,mobile,US Cellular
PH093241,309-555-7744,mobile,AT&T
PH093242,847-555-4234,mobile,Verizon
PH093243,847-555-5968,work,US Cellular
PH093244,312-555-7523,mobile,AT&T
PH093245,630-555-5478,mobile,Verizon
PH093246,815-555-4577,mobile,Verizon
PH093247,309-555-9202,mobile,AT&T
PH093248,309-555-6360,mobile,US Cellular
PH093249,312-555-8649,mobile,Sprint
PH093250,309-555-5973,mobile,T-Mobile
PH093251,217-555-4417,mobile,T-Mobile
PH093252,773-555-7365,home,Verizon
PH093253,217-555-9411,mobile,Verizon
PH093254,847-555-5913,work,US Cellular
PH093255,847-555-6486,home,AT&T
PH093256,847-555-1891,mobile,AT&T
PH093257,630-555-4300,mobile,Verizon
PH093258,217-555-1620,mobile,Sprint
PH093259,217-555-3745,mobile,T-Mobile
PH093260,815-555-1074,mobile,Sprint
PH093261,630-555-3476,work,T-Mobile
PH093262,815-555-6008,mobile,Verizon
PH093263,847-555-1918,mobile,Verizon
PH093264,815-555-9741,home,T-Mobile
PH093265,312-555-7965,mobile,Sprint
PH093266,773-555-7374,home,US Cellular
PH093267,217-555-9382,mobile,Sprint
PH093268,773-555-1360,mobile,T-Mobile
PH093269,312-555-4054,home,Verizon
PH093270,312-555-2010,home,Verizon
PH093271,815-555-8562,work,US Cellular
PH093272,309-555-3971,work,US Cellular
PH093273,847-555-9550,home,T-Mobile
PH093274,309-555-6009,mobile,AT&T
PH093275,815-555-9525,mobile,US Cellular
PH093276,773-555-9345,work,AT&T
PH093277,217-555-7335,mobile,US Cellular
PH093278,217-555-6620,mobile,T-Mobile
PH093279,773-555-4960,mobile,US Cellular
PH093280,217-555-3881,mobile,US Cellular
PH093281,815-555-7038,mobile,Verizon
PH093282,630-555-2629,mobile,Verizon
PH093283,309-555-9756,mobile,Verizon
PH093284,815-555-2414,home,US Cellular
PH093285,630-555-2266,home,Sprint
PH093286,630-555-9067,mobile,Verizon
PH093287,815-555-5569,mobile,Sprint
PH093288,309-555-2299,mobile,T-Mobile
PH093289,773-555-7879,home,US Cellular
PH093290,847-555-7705,mobile,T-Mobile
PH093291,217-555-7343,mobile,T-Mobile
PH093292,630-555-6814,work,Sprint
PH093293,309-555-4827,home,T-Mobile
PH093294,847-555-8041,work,Sprint
PH093295,847-555-8518,mobile,AT&T
PH093296,773-555-4169,home,Verizon
PH093297,217-555-8217,home,T-Mobile
PH093298,312-555-9931,work,US Cellular
PH093299,815-555-2149,mobile,US Cellular
PH093300,773-555-4043,work,Verizon
PH093301,847-555-9012,work,Verizon
PH093302,773-555-6481,work,Sprint
PH093303,312-555-8833,mobile,Sprint
PH093304,309-555-3329,mobile,T-Mobile
PH093305,312-555-3906,home,Verizon
PH093306,773-555-1926,home,T-Mobile
PH093307,312-555-4405,mobile,Sprint
PH093308,815-555-1464,work,Sprint
PH093309,847-555-5890,home,T-Mobile
PH093310,309-555-7743,mobile,Sprint
PH093311,309-555-5384,mobile,Verizon
PH093312,815-555-7962,mobile,T-Mobile
PH093313,815-555-3720,work,US Cellular
PH093314,815-555-5320,mobile,US Cellular
PH093315,630-555-1902,home,US Cellular
PH093316,815-555-4598,home,AT&T
PH093317,630-555-4960,mobile,Verizon
PH093318,309-555-3347,work,Verizon
PH093319,847-555-8364,mobile,US Cellular
PH093320,815-555-3192,work,T-Mobile
PH093321,630-555-9827,mobile,T-Mobile
PH093322,773-555-1975,home,Sprint
PH093323,309-555-5139,mobile,T-Mobile
PH093324,630-555-9673,mobile,Sprint
PH093325,630-555-7434,mobile,Verizon
PH093326,217-555-1602,work,Verizon
PH093327,630-555-2104,mobile,T-Mobile
PH093328,312-555-9892,mobile,T-Mobile
PH093329,847-555-9468,mobile,AT&T
PH093330,630-555-1593,mobile,Verizon
PH093331,630-555-4086,mobile,US Cellular
PH093332,815-555-3561,mobile,US Cellular
PH093333,773-555-9116,home,US Cellular
PH093334,312-555-3266,home,T-Mobile
PH093335,630-555-2243,mobile,US Cellular
PH093336,815-555-6449,home,AT&T
PH093337,773-555-8505,home,Verizon
PH093338,630-555-9145,home,Verizon
PH093339,630-555-5316,home,T-Mobile
PH093340,217-555-6690,mobile,US Cellular
PH093341,312-555-4461,mobile,Verizon
PH093342,217-555-5401,mobile,T-Mobile
PH093343,847-555-6188,home,T-Mobile
PH093344,815-555-8559,work,Verizon
PH093345,309-555-7831,work,Sprint
PH093346,312-555-7429,work,AT&T
PH093347,630-555-8909,mobile,US Cellular
PH093348,630-555-5757,home,AT&T
PH093349,630-555-6840,mobile,US Cellular
PH093350,773-555-7945,work,AT&T
PH093351,630-555-6617,work,Sprint
PH093352,847-555-4520,home,Sprint
PH093353,630-555-2399,home,Sprint
PH093354,773-555-7944,mobile,Verizon
PH093355,630-555-9710,mobile,Sprint
PH093356,847-555-7855,home,Verizon
PH093357,773-555-2346,work,Verizon
PH093358,217-555-3622,mobile,Verizon
PH093359,309-555-5493,home,Sprint
PH093360,630-555-1348,mobile,US Cellular
PH093361,312-555-5476,work,T-Mobile
PH093362,815-555-3999,home,T-Mobile
PH093363,847-555-8145,mobile,Sprint
PH093364,773-555-4250,home,Sprint
PH093365,312-555-5310,mobile,Verizon
PH093366,312-555-8265,mobile,AT&T
PH093367,312-555-6066,mobile,Sprint
PH093368,309-555-7228,home,T-Mobile
PH093369,630-555-5299,mobile,AT&T
PH093370,217-555-7476,mobile,AT&T
PH093371,773-555-7691,mobile,AT&T
