person1Ssn,person2Ssn,type,since
277-55-8261,287-97-8030,undisclosed,2020-12-03
557-53-3054,857-19-2806,undisclosed,2018-06-05
148-44-3774,186-93-8110,undisclosed,2021-06-26
514-59-3967,573-74-5639,undisclosed,2019-01-12
138-34-5295,770-53-4039,undisclosed,2019-08-19
381-64-5540,616-22-1408,undisclosed,2020-03-13
100-87-7241,404-65-2806,undisclosed,2020-08-11
835-87-4888,526-97-6002,undisclosed,2022-12-28
770-89-6491,636-52-2170,undisclosed,2018-10-13
148-13-8318,783-51-8042,undisclosed,2019-04-13
114-87-2854,720-39-5347,undisclosed,2018-05-03
828-60-7286,294-99-1494,undisclosed,2020-07-17
487-95-7691,634-33-7089,undisclosed,2021-08-14
506-86-7241,721-77-9126,undisclosed,2022-02-18
366-51-4355,578-54-5331,undisclosed,2021-09-14
466-81-6628,833-69-9583,undisclosed,2019-12-01
305-61-2184,578-69-5582,undisclosed,2020-03-30
598-83-8197,898-10-8861,undisclosed,2022-06-02
679-93-5062,716-38-8201,undisclosed,2022-06-10
987-62-1876,689-51-8082,undisclosed,2022-09-02
312-54-5112,155-73-7649,undisclosed,2020-12-31
996-44-2389,887-83-8660,undisclosed,2020-06-22
685-52-3758,172-98-7203,undisclosed,2022-03-01
648-68-3783,382-55-9156,undisclosed,2021-07-23
676-66-9790,850-84-2047,undisclosed,2020-11-14
756-78-1424,485-54-1746,undisclosed,2019-01-01
462-65-9525,295-93-7857,undisclosed,2018-04-18
353-92-5384,968-71-8997,undisclosed,2021-06-28
933-39-2832,141-96-5582,undisclosed,2022-04-25
616-61-8948,567-18-4699,undisclosed,2018-09-08
768-70-4961,457-48-9395,undisclosed,2018-04-03
777-31-5209,836-74-5206,undisclosed,2021-12-08
738-45-8189,700-73-8927,undisclosed,2021-09-05
952-34-4331,932-37-9274,undisclosed,2020-05-21
137-24-2295,887-21-3730,undisclosed,2018-10-07
576-79-4334,414-50-6522,undisclosed,2022-03-27
405-86-3295,332-91-4736,undisclosed,2022-02-23
337-46-5455,380-85-4763,undisclosed,2019-02-14
315-95-9672,714-53-3896,undisclosed,2018-09-19
390-42-4266,814-88-6248,undisclosed,2021-12-21
279-71-1466,669-73-3985,undisclosed,2019-01-26
984-10-1919,314-81-7992,undisclosed,2019-02-15
854-86-4440,913-13-9324,undisclosed,2022-05-18
633-22-7614,300-23-1420,undisclosed,2022-10-23
688-49-6195,755-91-5289,undisclosed,2021-12-21
255-19-3770,796-16-2974,undisclosed,2021-04-12
454-76-8058,252-27-6882,undisclosed,2020-05-17
740-80-2936,231-89-2437,undisclosed,2018-09-22
599-79-4165,780-79-7524,undisclosed,2019-01-27
664-58-3094,542-97-4786,undisclosed,2021-06-07
219-79-5535,584-20-3937,undisclosed,2022-09-13
626-68-4465,328-32-1647,undisclosed,2018-08-16
321-71-6652,291-59-9388,undisclosed,2018-06-13
455-32-4872,845-44-8369,undisclosed,2021-01-14
762-12-8069,700-39-7903,undisclosed,2019-08-22
366-85-1265,986-82-2736,undisclosed,2022-08-07
798-56-7817,305-53-8704,undisclosed,2020-11-24
217-42-2755,150-23-3260,undisclosed,2021-10-09
126-17-8754,469-45-8541,undisclosed,2018-03-21
238-75-9617,420-68-1205,undisclosed,2018-08-21
700-76-5159,559-90-3328,undisclosed,2021-10-28
213-65-7583,833-36-1156,undisclosed,2020-07-09
352-17-5234,258-78-7580,undisclosed,2022-01-28
402-54-5547,108-60-3771,undisclosed,2019-05-23
598-39-4517,828-29-1809,undisclosed,2020-06-17
883-16-2152,462-19-2212,undisclosed,2019-05-09
515-13-9549,184-53-1288,undisclosed,2021-12-03
842-30-4560,795-27-9401,undisclosed,2019-02-11
804-36-2055,433-82-6135,undisclosed,2018-07-01
995-50-6521,758-92-7348,undisclosed,2018-10-24
686-23-7189,257-10-7721,undisclosed,2021-03-06
941-65-3757,844-78-7030,undisclosed,2021-07-08
159-94-1985,434-69-7084,undisclosed,2021-11-17
867-15-4411,207-29-1651,undisclosed,2018-12-29
905-79-8001,706-41-6713,undisclosed,2018-04-28
938-45-3336,524-86-8330,undisclosed,2021-03-19
404-93-6531,380-63-2502,undisclosed,2020-08-19
706-71-5724,506-77-8475,undisclosed,2022-02-17
546-50-3580,364-29-8292,undisclosed,2021-05-30
328-93-3665,637-59-1803,undisclosed,2020-01-20
911-34-2893,986-46-3729,undisclosed,2019-06-09
183-89-2203,618-86-8984,undisclosed,2021-09-04
645-91-1036,623-66-7299,undisclosed,2019-07-07
221-91-4506,942-99-3338,undisclosed,2019-01-08
338-56-7108,797-67-3504,undisclosed,2021-08-16
708-57-6201,980-75-1271,undisclosed,2022-03-27
396-35-5267,351-35-9995,undisclosed,2019-04-24
325-41-2175,887-47-9849,undisclosed,2020-05-08
893-21-7524,586-54-7654,undisclosed,2021-10-07
874-87-3564,438-82-3619,undisclosed,2021-01-24
156-54-7040,322-40-8798,undisclosed,2022-10-26
431-60-2065,384-60-2550,undisclosed,2020-09-03
719-60-3272,378-66-9993,undisclosed,2018-06-01
375-72-6700,795-80-1105,undisclosed,2021-07-04
930-45-7360,229-88-9358,undisclosed,2022-02-20
493-17-8945,620-59-3208,undisclosed,2022-12-22
702-70-2070,168-46-8307,undisclosed,2022-11-10
250-46-1803,577-95-1587,undisclosed,2019-07-21
869-98-4540,662-88-8634,undisclosed,2022-02-25
395-10-3934,899-37-7197,undisclosed,2022-06-06
335-10-6164,695-58-5286,undisclosed,2019-01-09
230-67-6729,944-64-5455,undisclosed,2018-02-15
217-54-7692,176-59-9728,undisclosed,2022-01-01
814-13-2694,176-17-3603,undisclosed,2018-04-19
176-22-9976,765-76-8308,undisclosed,2018-03-12
374-90-5740,128-35-1818,undisclosed,2021-05-22
107-76-7364,956-51-9547,undisclosed,2021-04-08
366-13-5606,662-28-1101,undisclosed,2021-02-28
288-78-3184,531-79-3491,undisclosed,2019-10-29
454-20-2422,349-22-2460,undisclosed,2019-05-21
690-60-4570,870-51-1608,undisclosed,2018-04-08
133-16-8400,351-77-6669,undisclosed,2021-02-02
206-98-1851,651-50-9178,undisclosed,2018-09-16
604-25-7008,161-51-6347,undisclosed,2022-11-29
335-64-1911,702-36-2031,undisclosed,2022-06-11
726-24-4923,123-42-4773,undisclosed,2020-11-21
696-90-8233,676-32-5970,undisclosed,2019-07-17
932-82-1509,749-65-5894,undisclosed,2019-01-09
702-74-3162,832-65-8852,undisclosed,2018-06-27
540-96-5439,911-56-2457,undisclosed,2021-03-12
396-98-9589,525-64-1593,undisclosed,2020-08-17
467-45-2571,686-22-9859,undisclosed,2019-09-22
856-42-2232,746-93-6726,undisclosed,2020-10-04
461-54-4979,198-54-4495,undisclosed,2021-05-25
852-94-4522,848-33-2053,undisclosed,2022-11-21
873-78-4874,708-92-5934,undisclosed,2018-10-26
746-35-3565,747-95-3584,undisclosed,2018-07-02
165-74-5712,167-80-4015,undisclosed,2021-03-07
174-89-6396,149-92-8376,undisclosed,2020-02-14
544-58-3548,748-85-1094,undisclosed,2022-10-25
727-40-5443,581-35-8168,undisclosed,2021-09-08
658-13-4954,114-24-2441,undisclosed,2018-12-12
543-83-9147,763-29-7977,undisclosed,2020-09-19
418-68-4124,676-49-5119,undisclosed,2022-07-02
585-32-1280,970-96-3630,undisclosed,2019-12-31
742-23-5917,596-28-3122,undisclosed,2020-12-05
858-13-2243,484-68-8269,undisclosed,2018-07-05
376-19-5149,835-98-8149,undisclosed,2018-12-21
402-14-8005,176-48-1098,undisclosed,2020-01-22
862-64-9932,571-91-3365,undisclosed,2018-10-11
447-66-4139,196-75-3615,undisclosed,2020-06-12
109-64-3942,853-28-3804,undisclosed,2018-11-15
831-85-6242,988-95-5438,undisclosed,2020-01-30
892-52-6382,171-43-2614,undisclosed,2022-03-27
691-44-6235,490-88-8692,undisclosed,2018-02-02
807-73-2054,826-99-3020,undisclosed,2018-05-04
613-67-9458,933-33-8544,undisclosed,2022-07-07
206-40-9944,534-22-1356,undisclosed,2020-02-21
605-21-2295,781-87-9128,undisclosed,2018-04-02
327-61-9327,623-88-9948,undisclosed,2022-10-28
327-68-9886,330-39-5432,undisclosed,2020-09-08
715-21-9458,204-97-1454,undisclosed,2018-12-03
837-32-7567,451-44-8640,undisclosed,2022-12-16
231-65-7956,514-81-8816,undisclosed,2021-09-29
663-86-4803,109-87-6105,undisclosed,2018-04-16
636-83-5403,209-50-9274,undisclosed,2022-01-29
584-31-6601,558-31-5286,undisclosed,2021-03-26
681-93-1773,487-95-6781,undisclosed,2021-07-11
823-64-7321,999-63-6569,undisclosed,2020-08-29
419-11-2237,303-21-2137,undisclosed,2022-08-05
981-71-1556,748-90-9355,undisclosed,2018-12-18
572-64-9131,155-83-9165,undisclosed,2018-02-26
353-43-1683,264-95-4839,undisclosed,2021-12-05
736-63-3698,868-91-6989,undisclosed,2019-09-07
924-84-3822,860-92-1936,undisclosed,2022-12-07
763-48-3671,133-62-8868,undisclosed,2021-08-17
845-19-8680,218-80-7058,undisclosed,2019-03-28
685-24-7803,255-13-9967,undisclosed,2018-04-29
651-51-7136,153-30-8593,undisclosed,2019-07-19
701-32-8191,270-95-1783,undisclosed,2020-07-21
989-61-5872,673-60-7765,undisclosed,2018-02-01
399-14-4561,548-84-7683,undisclosed,2022-04-06
293-69-2576,631-99-4155,undisclosed,2022-09-28
624-13-3306,613-73-3569,undisclosed,2021-01-03
268-27-3146,574-69-7442,undisclosed,2021-02-11
925-18-4335,386-73-3752,undisclosed,2022-02-19
967-79-4832,951-44-8387,undisclosed,2018-03-10
854-29-9963,271-50-6023,undisclosed,2022-02-23
455-71-9750,810-31-6948,undisclosed,2018-08-31
225-60-4889,423-34-6153,undisclosed,2022-07-31
162-77-3280,626-77-5832,undisclosed,2019-01-31
525-90-6575,103-37-5371,undisclosed,2022-08-26
250-97-2290,380-27-8226,undisclosed,2022-07-27
698-23-5546,946-62-3715,undisclosed,2020-11-29
969-11-7857,404-36-6980,undisclosed,2018-06-27
471-48-5763,796-66-2170,undisclosed,2022-04-07
213-99-7776,385-72-3797,undisclosed,2022-12-26
536-78-3810,646-68-3515,undisclosed,2019-02-24
498-57-6191,249-18-6863,undisclosed,2021-05-13
935-29-4341,527-20-4433,undisclosed,2019-04-15
903-29-9059,354-96-2962,undisclosed,2021-09-23
304-72-2581,574-87-5154,undisclosed,2018-02-05
823-35-5380,572-53-4438,undisclosed,2021-10-04
946-80-4526,712-15-2555,undisclosed,2019-08-20
814-88-4140,776-21-2501,undisclosed,2019-10-20
309-33-1512,231-66-3751,undisclosed,2021-04-03
662-74-4298,562-35-6542,undisclosed,2018-10-08
739-75-5502,715-55-2032,undisclosed,2020-02-19
783-80-2892,507-50-6967,undisclosed,2018-11-05
357-38-6570,341-89-3170,undisclosed,2020-07-04
813-25-2920,216-25-9138,undisclosed,2020-02-28
314-46-7410,199-22-2520,undisclosed,2022-05-11
981-95-6325,876-52-2189,undisclosed,2019-12-21
718-32-2763,218-12-2534,undisclosed,2020-07-12
893-12-6014,349-88-5459,undisclosed,2021-06-29
907-47-2581,697-42-7451,undisclosed,2019-06-19
516-13-3675,866-20-9540,undisclosed,2019-07-27
697-93-2872,904-15-9616,undisclosed,2018-10-21
816-46-7602,488-37-8581,undisclosed,2020-11-25
194-87-2528,973-11-7098,undisclosed,2022-12-12
407-72-5775,621-64-4060,undisclosed,2018-11-15
379-34-9781,378-15-4031,undisclosed,2018-07-08
142-35-6024,842-81-8552,undisclosed,2021-03-26
808-56-8607,753-48-4715,undisclosed,2018-10-20
293-89-4280,414-61-6699,undisclosed,2021-11-22
694-44-5602,467-85-4745,undisclosed,2018-07-09
361-92-8621,986-39-1359,undisclosed,2020-11-01
967-34-4484,862-20-6872,undisclosed,2020-06-25
713-26-5373,597-44-2606,undisclosed,2019-05-19
533-36-8140,441-50-1367,undisclosed,2022-01-21
917-99-6613,588-93-4381,undisclosed,2018-05-31
830-68-6372,371-61-7963,undisclosed,2021-11-27
695-51-9636,507-95-1401,undisclosed,2019-04-03
714-67-1796,766-17-1472,undisclosed,2020-12-17
257-83-7281,718-28-7110,undisclosed,2018-06-27
341-17-8144,818-98-7650,undisclosed,2019-10-05
244-31-7190,347-91-3270,undisclosed,2020-12-01
935-15-8477,557-44-8555,undisclosed,2020-02-21
296-57-6381,223-17-3760,undisclosed,2020-09-15
618-34-4279,372-50-4739,undisclosed,2020-03-14
525-88-9785,463-35-6426,undisclosed,2020-04-11
981-70-8655,510-52-7292,undisclosed,2019-12-18
153-81-8503,343-63-5959,undisclosed,2020-04-20
833-17-1583,946-30-6009,undisclosed,2020-12-08
664-95-1676,125-82-7771,undisclosed,2022-05-03
607-40-8080,172-65-4421,undisclosed,2022-02-26
354-68-7969,663-82-9579,undisclosed,2020-10-14
237-34-3770,923-90-9576,undisclosed,2022-10-06
602-60-8791,727-22-9075,undisclosed,2019-04-20
924-89-3045,424-61-3319,undisclosed,2022-09-16
651-54-2731,790-82-6459,undisclosed,2021-07-30
500-75-8639,113-47-8138,undisclosed,2018-03-08
266-90-9972,659-98-2779,undisclosed,2022-09-30
609-74-2126,743-68-1628,undisclosed,2018-12-10
938-58-8459,439-99-3644,undisclosed,2018-03-24
250-46-4388,386-95-6150,undisclosed,2022-01-26
870-47-1419,858-47-6087,undisclosed,2018-01-10
323-89-3239,955-11-2494,undisclosed,2020-10-04
189-19-2626,768-26-8234,undisclosed,2021-08-04
454-30-9601,184-93-5919,undisclosed,2019-06-20
231-33-1797,577-99-1066,undisclosed,2018-01-12
565-89-2380,546-14-9668,undisclosed,2021-06-24
449-48-3249,507-99-1265,undisclosed,2020-11-13
993-41-1799,668-90-7842,undisclosed,2021-03-03
442-72-4438,997-17-6662,undisclosed,2021-01-01
541-93-2372,841-57-3931,undisclosed,2021-09-01
121-73-4555,142-70-1443,undisclosed,2019-08-09
780-69-4972,522-97-6620,undisclosed,2021-02-23
134-35-8449,849-90-1967,undisclosed,2022-12-30
517-66-5292,995-85-4251,undisclosed,2022-07-21
702-20-1583,305-72-6476,undisclosed,2019-07-05
657-40-4613,614-21-4790,undisclosed,2018-03-14
525-36-1775,391-32-1868,undisclosed,2018-01-04
431-13-5176,758-56-5988,undisclosed,2020-08-05
751-61-5016,167-88-3223,undisclosed,2020-04-05
588-60-3690,720-85-8601,undisclosed,2018-04-22
887-98-7862,661-56-1041,undisclosed,2018-06-08
447-78-6966,732-68-7988,undisclosed,2018-07-03
938-10-1031,659-69-4413,undisclosed,2018-11-10
861-31-3833,426-71-8759,undisclosed,2021-05-11
644-20-3856,710-35-7011,undisclosed,2021-07-14
304-61-1822,180-33-2627,undisclosed,2022-09-23
175-76-6105,698-64-5568,undisclosed,2018-10-06
638-46-7929,184-67-7054,undisclosed,2020-12-11
188-68-7505,532-95-1611,undisclosed,2020-11-11
392-92-6942,635-92-1244,undisclosed,2020-09-22
736-71-2835,458-36-2638,undisclosed,2021-08-01
168-37-3233,985-99-4118,undisclosed,2019-07-16
886-59-9990,733-16-1138,undisclosed,2022-10-15
607-51-1364,501-13-8390,undisclosed,2022-03-04
398-48-9049,713-59-1845,undisclosed,2020-10-20
493-16-2494,848-93-7035,undisclosed,2022-01-02
429-47-6996,335-14-1716,undisclosed,2021-01-05
909-94-1026,939-94-2928,undisclosed,2020-03-16
349-32-8248,931-97-5643,undisclosed,2018-02-27
106-92-8562,752-35-9846,undisclosed,2020-07-17
856-98-9620,711-71-2330,undisclosed,2020-10-02
634-61-4471,651-85-5880,undisclosed,2020-05-05
762-83-1461,471-19-7620,undisclosed,2022-05-16
349-90-7774,293-95-6741,undisclosed,2020-04-15
652-11-7571,151-42-4618,undisclosed,2020-11-14
285-25-3566,858-74-9773,undisclosed,2021-12-06
347-80-5348,106-47-8941,undisclosed,2018-08-30
697-45-3230,424-47-8995,undisclosed,2021-10-28
110-77-8743,560-80-8910,undisclosed,2022-07-20
846-23-7436,535-27-7195,undisclosed,2020-05-02
481-92-9385,629-21-9498,undisclosed,2020-12-08
377-16-2385,561-18-2187,undisclosed,2020-08-08
387-46-8678,233-25-5152,undisclosed,2022-07-20
266-54-3451,274-65-6548,undisclosed,2019-05-02
932-38-9291,134-71-2152,undisclosed,2022-05-01
656-39-3410,455-96-8911,undisclosed,2019-12-30
763-86-7549,815-22-5619,undisclosed,2019-02-11
914-39-4250,462-98-4834,undisclosed,2021-09-30
735-84-2761,940-85-9876,undisclosed,2022-05-19
394-95-2386,651-34-6126,undisclosed,2019-05-04
105-97-1972,440-42-6562,undisclosed,2022-04-23
229-35-8914,144-85-4374,undisclosed,2021-02-05
404-11-7663,771-57-3533,undisclosed,2019-01-26
180-95-4894,144-98-6731,undisclosed,2022-10-30
815-96-4434,530-57-2474,undisclosed,2020-05-26
513-76-5810,526-63-8545,undisclosed,2020-05-31
118-59-4409,343-17-9889,undisclosed,2018-10-22
274-97-8762,613-11-7369,undisclosed,2018-05-19
591-20-7727,972-86-5585,undisclosed,2020-03-08
323-35-3322,423-61-8899,undisclosed,2021-06-24
110-37-2267,303-82-7181,undisclosed,2020-11-28
312-68-1047,393-10-4315,undisclosed,2018-07-21
215-82-3741,936-95-4019,undisclosed,2018-07-06
263-26-9709,842-57-5360,undisclosed,2020-05-28
297-82-2514,788-47-3061,undisclosed,2021-01-14
233-53-8021,655-68-7927,undisclosed,2022-04-09
231-53-5986,220-18-5521,undisclosed,2018-07-18
696-79-7850,668-69-8182,undisclosed,2020-06-13
497-30-8948,883-77-3748,undisclosed,2018-02-22
796-25-5963,347-91-1414,undisclosed,2018-12-18
515-49-8072,354-48-2895,undisclosed,2022-02-21
979-18-1447,880-34-9651,undisclosed,2018-06-10
485-72-8786,590-51-1179,undisclosed,2020-11-15
648-82-4688,701-53-2936,undisclosed,2022-06-12
591-84-2248,409-61-4156,undisclosed,2019-10-07
595-42-2422,316-42-9692,undisclosed,2020-12-21
855-85-4303,545-16-5422,undisclosed,2020-07-31
489-76-2479,140-14-6145,undisclosed,2019-11-02
313-95-6312,156-67-8602,undisclosed,2018-12-22
412-41-2418,112-63-5715,undisclosed,2019-06-02
101-94-7541,113-66-6069,undisclosed,2018-09-15
662-21-3863,155-15-4225,undisclosed,2022-11-19
191-79-5582,150-70-7771,undisclosed,2018-04-23
208-56-4909,105-33-2000,undisclosed,2022-08-28
109-77-4354,849-16-5907,undisclosed,2021-07-16
993-90-6389,702-95-9726,undisclosed,2022-07-12
465-52-4092,890-79-5127,undisclosed,2021-11-13
318-63-6621,240-25-6645,undisclosed,2020-08-22
540-47-1517,844-68-6377,undisclosed,2020-08-16
214-80-5561,976-96-5986,undisclosed,2019-06-04
187-93-1376,278-33-8525,undisclosed,2021-03-10
990-48-8469,497-91-2673,undisclosed,2022-11-13
127-66-1566,463-57-7313,undisclosed,2022-07-11
799-35-6630,913-78-6553,undisclosed,2022-12-05
571-70-3594,345-69-9024,undisclosed,2019-03-10
590-89-5890,966-48-1098,undisclosed,2022-10-30
333-53-3660,728-66-4078,undisclosed,2019-09-12
424-38-7891,826-62-4353,undisclosed,2019-06-27
148-71-4411,661-51-7216,undisclosed,2022-03-05
638-93-2185,626-78-2279,undisclosed,2020-06-21
394-50-2721,324-44-5631,undisclosed,2021-03-25
977-65-1955,982-42-9471,undisclosed,2021-02-09
165-66-7926,594-69-5056,undisclosed,2020-05-10
319-92-1041,243-49-6284,undisclosed,2020-03-04
330-68-7794,301-15-1742,undisclosed,2022-12-27
991-42-8887,231-91-3947,undisclosed,2021-12-15
564-73-7290,908-40-1586,undisclosed,2019-04-09
390-96-6093,214-99-2051,undisclosed,2021-03-24
768-76-9552,434-71-8811,undisclosed,2019-01-31
216-88-7543,834-82-3737,undisclosed,2020-12-16
412-23-2552,543-93-4456,undisclosed,2020-04-13
658-94-4187,398-79-8299,undisclosed,2022-12-31
621-78-8320,430-24-9586,undisclosed,2020-12-06
771-88-4474,220-84-1309,undisclosed,2019-08-11
613-61-5221,364-13-3114,undisclosed,2020-11-08
428-25-2936,424-21-4476,undisclosed,2021-07-25
119-11-7703,312-27-1183,undisclosed,2018-05-15
437-38-6552,722-54-7585,undisclosed,2018-09-19
935-19-8345,881-94-5980,undisclosed,2021-01-06
195-92-7029,148-48-7132,undisclosed,2021-03-20
523-41-9590,479-83-8593,undisclosed,2019-01-01
800-85-8571,198-45-3728,undisclosed,2018-10-09
193-41-9167,823-69-2863,undisclosed,2021-01-21
923-90-3127,369-96-8375,undisclosed,2018-08-15
957-58-5646,645-87-3010,undisclosed,2020-02-02
267-44-7699,344-67-6863,undisclosed,2022-02-26
410-79-4021,842-88-1175,undisclosed,2019-03-03
405-97-8818,399-17-9826,undisclosed,2019-12-16
871-96-8375,195-19-5515,undisclosed,2018-03-28
588-28-8810,852-52-9643,undisclosed,2020-04-18
287-88-2676,329-56-8880,undisclosed,2018-07-30
384-31-9123,701-98-4973,undisclosed,2020-02-04
111-20-2454,891-32-4250,undisclosed,2020-06-12
480-22-4201,467-35-8573,undisclosed,2020-03-28
463-83-1419,518-52-3353,undisclosed,2020-08-23
901-95-2917,732-99-7344,undisclosed,2022-12-06
446-50-4728,800-89-9674,undisclosed,2021-06-12
995-15-9135,174-70-6280,undisclosed,2018-07-30
268-23-3947,337-95-9269,undisclosed,2022-10-03
519-31-6821,937-31-7105,undisclosed,2022-11-05
692-51-1252,229-81-4808,undisclosed,2020-01-13
964-65-1765,804-31-4114,undisclosed,2019-11-23
780-57-2699,151-82-9763,undisclosed,2018-07-19
353-68-4905,305-96-4839,undisclosed,2021-05-17
523-63-6053,326-34-8335,undisclosed,2018-01-06
576-17-3602,665-66-7102,undisclosed,2022-10-14
903-84-8581,554-86-5558,undisclosed,2019-10-17
372-41-4386,826-45-4340,undisclosed,2018-09-18
133-16-7876,498-14-6945,undisclosed,2021-12-06
101-37-7551,402-13-8142,undisclosed,2018-03-13
967-28-5853,446-36-4899,undisclosed,2022-12-16
362-82-8404,958-71-1533,undisclosed,2019-08-25
774-33-5445,534-74-1377,undisclosed,2018-07-25
706-64-8678,134-64-4331,undisclosed,2019-05-25
972-72-8542,507-73-3724,undisclosed,2020-03-15
244-90-1762,769-32-7556,undisclosed,2020-04-26
863-69-5642,376-30-4686,undisclosed,2020-03-16
934-28-8065,549-45-7528,undisclosed,2019-11-03
846-88-3690,885-74-7838,undisclosed,2018-10-11
288-11-8567,595-74-4629,undisclosed,2021-10-01
142-38-1429,940-75-6823,undisclosed,2021-11-23
939-52-4114,624-39-7962,undisclosed,2021-01-28
732-36-2796,602-89-4121,undisclosed,2022-08-31
144-43-1169,224-75-3710,undisclosed,2019-07-01
748-72-7692,161-24-9639,undisclosed,2018-08-26
416-38-8476,561-20-9350,undisclosed,2019-10-31
523-49-8062,793-14-2896,undisclosed,2019-12-11
627-34-7968,841-97-5251,undisclosed,2021-12-05
255-69-9290,603-97-7771,undisclosed,2021-03-10
531-49-7642,370-58-8114,undisclosed,2020-02-22
123-23-7128,489-72-6121,undisclosed,2021-03-08
215-10-7999,256-14-8093,undisclosed,2022-09-05
490-15-2721,860-51-4208,undisclosed,2018-11-27
317-13-9628,577-34-6504,undisclosed,2021-07-10
220-86-5691,445-51-7542,undisclosed,2021-04-02
694-20-4643,390-61-6903,undisclosed,2019-06-17
993-86-4676,494-97-1917,undisclosed,2021-04-21
745-99-9379,515-95-5233,undisclosed,2020-10-11
944-92-8808,402-67-4752,undisclosed,2019-12-01
614-53-9445,367-88-4680,undisclosed,2021-08-31
779-97-7213,825-44-6940,undisclosed,2021-02-26
667-52-4332,699-79-2496,undisclosed,2021-02-24
941-31-1859,228-56-2013,undisclosed,2022-07-17
532-83-6614,488-81-6429,undisclosed,2022-11-10
241-75-8911,486-96-8506,undisclosed,2020-05-21
503-92-2981,773-10-3990,undisclosed,2019-09-30
361-65-6918,935-16-9667,undisclosed,2021-01-02
269-24-6433,126-49-3338,undisclosed,2019-09-06
942-83-1261,235-55-9757,undisclosed,2020-03-25
130-43-8712,156-56-4613,undisclosed,2021-05-21
547-72-2410,455-55-2886,undisclosed,2020-01-20
779-75-3410,264-38-7136,undisclosed,2022-02-02
140-84-6150,880-31-9627,undisclosed,2020-07-14
794-22-5545,348-64-4356,undisclosed,2020-01-02
712-72-2957,807-37-1141,undisclosed,2018-08-25
661-87-9282,610-22-2313,undisclosed,2018-08-13
625-62-5697,572-58-3232,undisclosed,2020-11-07
841-28-6226,590-83-9647,undisclosed,2019-12-18
512-26-5707,775-45-7383,undisclosed,2020-09-19
339-81-7995,921-36-6751,undisclosed,2019-12-09
578-97-8249,688-63-7364,undisclosed,2022-11-19
678-78-7544,223-42-2836,undisclosed,2019-04-03
327-32-9815,442-23-6143,undisclosed,2019-06-06
684-95-6737,462-64-5967,undisclosed,2018-11-01
145-48-8020,753-76-2577,undisclosed,2022-11-22
611-24-5103,535-57-9696,undisclosed,2021-09-11
232-47-8073,132-39-9967,undisclosed,2022-04-24
191-31-9897,401-87-3754,undisclosed,2019-01-05
918-50-3938,307-33-1198,undisclosed,2022-10-31
716-48-9650,792-29-8264,undisclosed,2019-11-05
743-56-3702,798-67-4236,undisclosed,2020-05-28
567-33-8046,344-81-2953,undisclosed,2018-01-03
991-96-5537,189-97-4513,undisclosed,2020-12-12
493-22-9684,178-38-9753,undisclosed,2018-02-13
228-70-9157,673-27-7053,undisclosed,2022-06-13
124-36-9101,852-43-2405,undisclosed,2019-08-02
947-48-7056,235-22-2609,undisclosed,2020-11-04
935-48-4286,352-72-7400,undisclosed,2022-03-10
647-71-2302,716-75-7686,undisclosed,2018-11-03
316-11-8928,220-15-8327,undisclosed,2018-09-26
719-70-9607,484-72-2729,undisclosed,2020-04-24
399-88-6886,905-61-6168,undisclosed,2021-12-14
310-58-9556,929-69-9156,undisclosed,2020-11-18
578-22-1580,602-34-3695,undisclosed,2022-10-02
702-42-9736,908-92-9473,undisclosed,2020-10-19
102-67-7961,234-35-9551,undisclosed,2022-09-08
362-78-5752,518-88-3601,undisclosed,2021-10-16
632-32-3524,706-54-2660,undisclosed,2018-10-14
826-30-6944,467-73-9949,undisclosed,2019-06-09
781-29-6810,810-56-1058,undisclosed,2018-02-15
813-38-2401,932-75-1952,undisclosed,2018-01-01
997-62-3727,135-33-5740,undisclosed,2020-05-02
642-93-7975,527-79-5977,undisclosed,2020-03-27
211-17-9721,386-94-1617,undisclosed,2021-05-10
632-60-7057,709-20-8333,undisclosed,2022-01-26
354-12-1673,308-40-1445,undisclosed,2022-02-28
193-97-9495,710-88-1969,undisclosed,2020-05-11
701-92-2813,865-53-9969,undisclosed,2020-02-05
157-88-2525,185-72-3132,undisclosed,2019-11-18
232-36-7059,618-31-2780,undisclosed,2022-08-27
858-85-8640,690-80-7376,undisclosed,2022-05-17
435-80-8094,317-15-1562,undisclosed,2022-06-28
542-40-7938,108-68-9523,undisclosed,2021-11-20
125-77-8694,952-68-6141,undisclosed,2019-10-25
110-30-9775,695-71-3581,undisclosed,2022-12-13
488-36-1657,548-95-2994,undisclosed,2018-04-21
397-26-6433,730-40-7352,undisclosed,2019-03-17
932-25-2195,607-28-6787,undisclosed,2022-09-07
828-36-8913,218-45-1448,undisclosed,2022-10-23
192-28-1076,560-29-5150,undisclosed,2022-02-18
500-51-1544,926-50-2414,undisclosed,2019-04-29
699-11-7282,448-99-3450,undisclosed,2018-08-03
842-90-7104,211-89-2350,undisclosed,2019-07-17
451-68-5765,813-98-5107,undisclosed,2022-02-10
620-28-6137,921-79-8363,undisclosed,2019-09-30
453-83-8873,868-93-7407,undisclosed,2020-03-08
353-97-7747,559-73-1757,undisclosed,2018-05-02
740-76-2519,333-83-5276,undisclosed,2020-11-08
207-74-8779,835-13-8768,undisclosed,2019-02-05
480-76-9005,612-49-9034,undisclosed,2022-01-24
428-55-6022,474-85-3363,undisclosed,2019-04-19
